Delivery_Surcharge_Amount,Actual_Delivery_Time_Minutes,Delivery_Distance_km,Outlet_Location_Type,Item_Weight_kg,Weather_Condition,Day_of_Week,Time_of_Day_Peak,Realtime_Courier_Availability,Local_Order_Volume
133.88,62.2,2.8,Tier 2,10.8,Clear,Sunday,Afternoon,39,348
28.38,44.2,14.66,Tier 1,5.59,Rain,Thursday,Morning Peak,27,203
19.55,20.3,16.48,Tier 2,12.57,Clear,Saturday,Dinner Peak,25,382
73.97,21.5,8.25,Tier 3,9.92,Clear,Saturday,Morning Peak,32,496
79.2,71.8,19.77,Tier 1,10.95,Rain,Saturday,Afternoon,28,179
128.25,16.9,20.75,Tier 1,8.87,Clear,Friday,Dinner Peak,56,219
31.38,61.9,20.28,Tier 2,12.7,Clear,Tuesday,Afternoon,49,92
50.95,70.3,0.73,Tier 2,2.99,Clear,Tuesday,Afternoon,16,401
81.57,43.8,15.4,Tier 2,7.01,Clear,Sunday,Dinner Peak,22,423
43.19,17.9,8.14,Tier 2,8.54,Rain,Saturday,Dinner Peak,3,494
66.66,21.1,9.32,Tier 2,4.59,Heavy Snow,Monday,Afternoon,3,432
31.04,59.5,8.82,Tier 1,11.34,,Wednesday,Dinner Peak,26,481
31.29,80.7,1.91,Tier 3,13.72,Clear,Sunday,Off-Peak,42,218
51.84,30.8,6.02,Tier 1,7.98,Rain,Monday,Afternoon,40,113
25.23,70.9,19.79,Tier 1,4.79,Clear,Monday,Afternoon,34,408
92.38,45.0,10.91,Tier 3,13.0,,Friday,Afternoon,54,325
25.95,55.9,10.02,Tier 3,12.92,Rain,Friday,Morning Peak,28,193
71.6,63.5,2.47,Tier 1,2.21,Rain,Sunday,Morning Peak,28,62
28.91,26.4,13.55,Tier 1,10.14,Clear,Tuesday,Morning Peak,3,416
106.96,69.2,2.13,Tier 3,3.74,Clear,Monday,Morning Peak,38,94
113.41,23.2,2.91,Tier 2,2.73,Rain,Sunday,Dinner Peak,57,309
106.92,89.4,1.38,Tier 2,7.56,Clear,Friday,Morning Peak,26,340
57.96,79.3,10.06,Tier 3,3.24,Rain,Friday,Dinner Peak,26,209
92.36,52.3,9.28,Tier 1,2.69,Fog,Friday,Afternoon,39,62
38.53,47.6,0.95,Tier 1,15.76,Rain,Monday,Afternoon,22,369
110.58,29.0,19.43,Tier 2,0.93,Clear,Thursday,Morning Peak,41,37
70.79,71.5,11.38,Tier 2,5.17,Clear,Thursday,Morning Peak,33,36
47.58,16.0,3.96,Tier 2,13.6,Rain,Sunday,Off-Peak,44,85
72.15,68.7,16.24,Tier 3,6.18,Clear,Sunday,Dinner Peak,25,96
128.0,71.7,7.8,Tier 1,6.08,Clear,Sunday,Morning Peak,33,312
122.24,84.9,6.81,Tier 3,5.27,Fog,Thursday,Off-Peak,49,148
34.14,31.7,2.27,Tier 1,10.05,Clear,Monday,Dinner Peak,34,354
102.48,70.8,3.84,Tier 2,11.63,Clear,Friday,Morning Peak,33,227
75.87,30.6,11.19,Tier 1,13.86,Clear,Friday,Dinner Peak,36,343
81.93,86.2,14.91,Tier 2,10.22,Rain,Monday,Morning Peak,37,53
97.26,32.0,1.13,Tier 2,6.76,Clear,Wednesday,Afternoon,23,257
28.61,24.0,3.55,Tier 3,10.7,Clear,Wednesday,Morning Peak,46,207
23.21,86.9,6.99,Tier 1,11.69,Fog,Wednesday,Afternoon,8,352
107.45,77.9,10.89,Tier 1,7.25,Clear,Sunday,Dinner Peak,57,431
72.78,31.9,0.93,Tier 1,11.55,Clear,Tuesday,Morning Peak,20,109
105.33,26.3,15.21,Tier 1,2.81,Clear,Monday,Morning Peak,45,360
131.09,86.3,11.44,Tier 1,3.97,Clear,Saturday,Off-Peak,37,339
39.67,89.1,8.59,Tier 1,2.68,Heavy Snow,Monday,Dinner Peak,25,485
24.96,34.8,11.01,Tier 1,11.66,Clear,Monday,Morning Peak,12,368
21.73,82.6,8.68,Tier 1,0.34,Rain,Thursday,Off-Peak,53,110
92.39,34.1,15.58,Tier 1,7.06,Rain,Saturday,Afternoon,26,223
55.97,43.1,10.67,Tier 3,7.71,Clear,Sunday,Dinner Peak,55,352
84.64,26.9,10.84,Tier 1,3.4,Clear,Monday,Dinner Peak,56,497
59.93,67.8,11.08,Tier 1,3.94,Clear,Saturday,Morning Peak,14,473
24.08,76.8,3.48,Tier 1,9.11,Clear,Tuesday,Off-Peak,19,485
81.01,34.3,19.73,Tier 1,4.34,Clear,Monday,Morning Peak,48,83
31.52,14.7,16.07,Tier 1,13.41,Rain,Saturday,Morning Peak,56,65
86.75,66.5,5.47,Tier 2,4.03,Fog,Friday,Morning Peak,47,257
107.39,31.1,10.38,Tier 3,2.76,Clear,Saturday,Afternoon,2,132
57.93,34.0,15.01,Tier 1,6.1,Rain,Wednesday,Afternoon,50,66
52.75,67.5,1.88,Tier 1,1.26,Clear,Wednesday,Afternoon,7,90
63.72,50.2,18.41,Tier 2,6.91,Clear,Thursday,Dinner Peak,57,371
47.73,22.9,16.52,Tier 2,2.54,Clear,Thursday,Off-Peak,53,89
111.23,44.5,12.43,Tier 2,8.34,Fog,Sunday,Dinner Peak,6,423
103.74,83.2,6.99,Tier 2,0.39,Rain,Thursday,Afternoon,55,388
30.32,64.8,8.29,Tier 2,3.14,Rain,Tuesday,Afternoon,45,249
44.54,71.6,14.56,Tier 1,1.32,Fog,Saturday,Dinner Peak,56,463
77.82,29.8,9.52,Tier 1,10.34,Rain,Tuesday,Off-Peak,47,111
62.93,25.8,7.81,Tier 3,10.04,Clear,Monday,Morning Peak,40,490
97.45,52.6,1.17,Tier 3,9.7,Rain,Monday,Dinner Peak,26,269
47.7,58.9,16.48,Tier 1,7.35,Clear,Tuesday,Dinner Peak,56,315
92.03,31.8,17.84,Tier 1,3.71,Rain,Thursday,Afternoon,38,467
73.77,63.3,14.36,Tier 2,5.76,Clear,Thursday,Afternoon,37,282
109.44,21.1,8.17,Tier 1,15.11,Fog,Saturday,Dinner Peak,32,470
47.95,28.1,7.95,Tier 2,12.8,Clear,Wednesday,Morning Peak,30,337
42.75,16.6,11.21,Tier 2,7.59,Rain,Saturday,Morning Peak,3,487
43.56,73.2,5.24,Tier 1,3.17,Clear,Thursday,Off-Peak,26,166
11.75,86.9,17.91,Tier 1,10.43,Rain,Friday,Dinner Peak,55,104
39.65,42.4,17.67,Tier 1,2.84,Rain,Saturday,Morning Peak,12,60
57.9,36.9,18.36,Tier 1,6.14,Clear,Thursday,Afternoon,28,446
84.7,42.6,2.03,Tier 1,11.28,Rain,Saturday,Off-Peak,5,301
96.21,63.9,13.53,Tier 1,10.99,Clear,Monday,Morning Peak,34,339
108.75,34.3,12.9,Tier 1,2.92,Rain,Thursday,Dinner Peak,15,415
24.44,67.8,3.87,Tier 1,1.63,Clear,Saturday,Morning Peak,45,32
14.72,65.5,9.73,Tier 1,7.26,Clear,Friday,Dinner Peak,51,16
68.5,38.9,4.71,Tier 1,2.95,Clear,Thursday,Morning Peak,58,223
47.67,25.5,13.51,Tier 2,4.06,Clear,Monday,Dinner Peak,42,370
50.05,46.5,18.58,Tier 1,10.85,Rain,Saturday,Afternoon,18,50
101.0,64.5,14.79,Tier 1,3.81,Clear,Thursday,Off-Peak,28,361
40.18,66.2,4.41,Tier 1,15.27,Clear,Thursday,Dinner Peak,23,339
66.82,31.5,15.18,Tier 1,11.9,Rain,Wednesday,Off-Peak,57,258
49.95,76.8,3.46,Tier 2,0.56,Clear,Saturday,Dinner Peak,41,173
82.47,100.6,8.23,Tier 1,2.54,Clear,Thursday,Dinner Peak,36,196
103.54,29.5,18.72,Tier 1,1.39,Rain,Tuesday,Off-Peak,31,480
24.24,57.3,5.04,Tier 1,8.17,Heavy Snow,Friday,Afternoon,29,428
33.92,20.2,12.71,Tier 3,0.51,Clear,Sunday,Afternoon,5,257
101.45,28.6,1.95,Tier 1,15.23,Rain,Thursday,Afternoon,56,46
46.62,31.2,15.79,Tier 1,11.67,Clear,Thursday,Afternoon,38,346
25.5,82.2,15.1,Tier 1,7.6,Clear,Monday,Afternoon,37,52
49.41,53.6,2.21,Tier 1,9.62,Clear,Saturday,Afternoon,27,150
91.73,70.2,6.51,Tier 1,1.87,Clear,Thursday,Morning Peak,16,423
99.4,41.2,15.87,Tier 1,11.8,Clear,Friday,Morning Peak,32,490
50.56,87.9,0.66,Tier 1,14.91,Rain,Thursday,Morning Peak,46,205
15.83,34.7,12.39,Tier 1,6.87,Clear,Wednesday,Morning Peak,12,81
16.75,35.5,13.56,Tier 1,0.31,Clear,Friday,Afternoon,21,130
99.22,26.2,12.05,Tier 2,5.0,Clear,Saturday,Dinner Peak,45,236
40.51,68.8,14.1,Tier 2,10.16,Heavy Snow,Sunday,Off-Peak,15,162
10.81,22.4,7.45,Tier 2,2.85,Clear,Monday,Afternoon,40,71
70.73,74.3,1.22,Tier 1,11.9,Fog,Tuesday,Dinner Peak,27,323
46.61,52.8,10.94,Tier 2,14.3,Clear,Sunday,Afternoon,28,138
96.75,85.5,6.86,Tier 1,3.86,Rain,Tuesday,Morning Peak,11,260
71.08,93.1,6.57,Tier 1,10.67,Clear,Friday,Afternoon,50,153
11.16,92.7,17.28,Tier 3,12.0,Fog,Friday,Afternoon,14,276
22.98,74.5,21.89,Tier 2,4.43,Fog,Saturday,Afternoon,54,186
11.87,44.7,13.82,Tier 1,5.58,Clear,Tuesday,Morning Peak,13,329
86.3,83.2,21.04,Tier 1,2.84,Rain,Monday,Off-Peak,56,473
11.59,41.6,12.99,Tier 1,1.04,Rain,Tuesday,Morning Peak,10,322
49.51,35.3,1.62,Tier 1,10.62,Clear,Thursday,Dinner Peak,52,92
53.14,43.4,3.72,Tier 1,4.87,Clear,Saturday,Afternoon,47,245
21.04,41.2,19.53,Tier 2,6.54,Clear,Wednesday,Dinner Peak,44,69
41.26,19.9,2.07,Tier 3,0.77,Rain,Sunday,Off-Peak,23,42
121.68,29.2,5.82,Tier 1,12.99,Rain,Saturday,Dinner Peak,56,496
117.12,63.9,15.35,Tier 1,4.28,Rain,Thursday,Dinner Peak,49,340
111.48,33.4,3.86,Tier 1,6.41,Clear,Monday,Afternoon,32,196
99.25,41.8,15.55,Tier 3,8.58,Rain,Saturday,Dinner Peak,45,146
31.66,45.6,3.19,Tier 1,2.41,Rain,Tuesday,Afternoon,53,57
24.01,18.5,6.36,Tier 1,11.0,Fog,Friday,Off-Peak,18,192
135.24,19.9,21.85,Tier 1,10.46,Clear,Wednesday,Morning Peak,12,323
21.24,54.1,1.36,Tier 2,10.96,Clear,Friday,Morning Peak,48,214
88.39,23.7,4.93,Tier 2,15.44,Clear,Thursday,Afternoon,6,322
57.24,62.3,14.99,Tier 2,1.45,Rain,Monday,Afternoon,4,402
22.25,82.9,1.6,Tier 1,16.31,Rain,Sunday,Morning Peak,6,8
55.08,25.9,14.25,Tier 1,4.6,Clear,Saturday,Morning Peak,6,308
124.39,27.8,1.04,Tier 1,3.11,Clear,Thursday,Afternoon,33,119
63.87,86.0,13.55,Tier 1,5.98,Clear,Tuesday,Afternoon,2,279
25.67,41.4,8.67,Tier 3,11.96,Clear,Sunday,Morning Peak,13,32
57.32,74.1,5.01,Tier 2,10.37,Rain,Friday,Dinner Peak,36,81
94.21,33.8,18.19,Tier 1,3.92,Clear,Sunday,Off-Peak,21,154
25.9,76.1,20.48,Tier 1,9.55,Rain,Wednesday,Dinner Peak,36,497
67.42,72.9,16.27,Tier 2,15.88,Clear,Tuesday,Afternoon,2,439
15.58,74.2,12.23,Tier 2,11.42,Clear,Sunday,Morning Peak,58,100
84.73,33.8,12.54,Tier 1,10.11,Clear,Saturday,Morning Peak,57,157
76.43,13.4,6.73,Tier 2,6.11,Rain,Saturday,Afternoon,56,357
79.04,46.3,1.2,Tier 1,10.62,Clear,Tuesday,Morning Peak,6,402
102.91,80.5,1.85,Tier 1,8.2,Clear,Monday,Afternoon,51,23
92.96,24.1,13.85,Tier 1,10.29,Clear,Friday,Morning Peak,35,192
113.0,57.3,13.17,Tier 2,7.83,Clear,Friday,Afternoon,22,493
72.05,76.7,5.11,Tier 1,17.01,Clear,Thursday,Dinner Peak,58,141
16.43,73.7,7.69,Tier 1,13.56,Rain,Sunday,Morning Peak,38,393
45.62,56.0,7.17,Tier 1,9.75,Rain,Tuesday,Dinner Peak,30,26
91.07,63.6,16.59,Tier 2,9.1,Heavy Snow,Monday,Morning Peak,41,253
106.14,16.4,9.6,Tier 2,8.12,Clear,Tuesday,Off-Peak,15,290
109.84,46.4,10.81,Tier 1,10.44,Clear,Sunday,Dinner Peak,20,103
82.88,70.2,8.91,Tier 1,12.53,Clear,Monday,Off-Peak,26,57
67.69,74.3,9.16,Tier 1,6.09,Fog,Thursday,Morning Peak,27,32
38.44,33.2,18.4,Tier 1,2.96,Rain,Tuesday,Morning Peak,22,136
92.34,41.9,6.32,Tier 1,13.23,Rain,Thursday,Dinner Peak,50,138
21.92,39.1,9.32,Tier 1,11.98,Clear,Friday,Morning Peak,45,322
92.64,60.4,5.89,Tier 1,9.69,,Monday,Morning Peak,38,17
23.17,71.5,6.27,Tier 1,2.7,Clear,Wednesday,Afternoon,13,310
79.86,44.3,8.36,Tier 2,5.67,Clear,Saturday,Morning Peak,28,360
45.22,49.7,4.61,Tier 1,4.32,Clear,Sunday,Afternoon,10,83
57.38,68.7,15.7,Tier 2,15.7,Clear,Sunday,Off-Peak,3,35
102.4,54.4,12.01,Tier 1,6.87,Clear,Saturday,Dinner Peak,4,368
49.06,57.5,10.13,Tier 1,9.37,Fog,Friday,Dinner Peak,3,458
116.16,33.1,18.78,Tier 2,1.11,Clear,Sunday,Off-Peak,48,271
102.88,47.6,1.93,Tier 2,4.72,Clear,Sunday,Dinner Peak,24,464
13.75,34.3,7.27,Tier 1,13.73,Clear,Sunday,Afternoon,6,35
97.36,76.0,6.86,Tier 1,13.48,Clear,Sunday,Morning Peak,54,309
85.24,62.7,14.08,Tier 1,7.71,Clear,Tuesday,Off-Peak,12,10
21.44,81.5,20.33,Tier 3,12.5,Rain,Friday,Afternoon,7,333
120.26,38.4,9.63,Tier 2,10.93,Clear,Thursday,Off-Peak,28,210
91.13,77.9,7.31,Tier 2,13.43,Clear,Thursday,Morning Peak,46,281
130.09,42.4,2.31,Tier 2,12.48,Clear,Thursday,Off-Peak,3,237
74.24,77.7,11.25,Tier 1,3.03,Clear,Sunday,Morning Peak,12,439
76.94,86.2,20.15,Tier 1,0.5,Fog,Sunday,Morning Peak,58,70
118.76,46.7,14.16,Tier 2,15.19,Rain,Saturday,Afternoon,57,201
17.12,36.6,11.59,Tier 1,8.64,Clear,Sunday,Off-Peak,42,213
60.66,57.1,16.0,Tier 2,6.4,Fog,Sunday,Morning Peak,30,161
13.66,14.0,1.85,Tier 3,2.66,,Monday,Dinner Peak,10,295
113.87,36.2,12.73,Tier 1,2.31,Fog,Sunday,Afternoon,54,116
51.9,80.1,0.96,Tier 3,12.43,Fog,Wednesday,Afternoon,49,341
97.79,81.5,0.82,Tier 1,6.03,Clear,Saturday,Afternoon,28,321
61.14,61.9,5.55,Tier 1,15.66,Rain,Saturday,Afternoon,51,139
23.71,40.7,7.01,Tier 2,14.67,Clear,Saturday,Afternoon,49,486
23.17,14.9,6.83,Tier 3,6.64,Clear,Monday,Afternoon,28,473
40.94,17.7,3.22,Tier 1,13.41,Clear,Wednesday,Dinner Peak,30,280
110.77,54.9,2.57,Tier 2,8.86,Rain,Thursday,Afternoon,33,122
66.42,36.1,13.44,Tier 3,7.55,Clear,Sunday,Dinner Peak,29,134
108.44,41.4,13.04,Tier 1,12.61,Rain,Monday,Afternoon,36,259
42.2,50.2,2.84,Tier 2,1.86,Heavy Snow,Tuesday,Afternoon,36,315
55.76,44.1,5.68,Tier 3,8.05,Clear,Thursday,Dinner Peak,11,44
23.98,35.9,13.74,Tier 2,4.7,Rain,Thursday,Dinner Peak,30,304
9.46,70.6,1.03,Tier 3,10.02,Clear,Monday,Morning Peak,28,494
51.37,36.8,6.71,Tier 2,2.74,Clear,Saturday,Dinner Peak,22,201
34.39,36.8,5.97,Tier 3,4.05,Rain,Tuesday,Dinner Peak,34,284
113.11,70.7,2.19,Tier 1,10.05,Clear,Tuesday,Dinner Peak,24,107
15.88,69.5,12.28,Tier 2,5.42,Rain,Saturday,Morning Peak,13,359
70.85,79.8,14.58,Tier 1,3.87,Rain,Thursday,Off-Peak,44,104
105.6,43.4,5.5,Tier 1,8.14,Clear,Sunday,Morning Peak,25,273
55.4,39.1,8.91,Tier 1,6.26,Clear,Saturday,Off-Peak,13,448
25.34,80.5,7.39,Tier 1,1.25,Fog,Wednesday,Afternoon,41,224
20.55,75.7,11.96,Tier 1,8.54,Clear,Monday,Afternoon,38,211
65.39,72.0,17.39,Tier 3,2.2,Rain,Saturday,Afternoon,14,56
94.1,17.7,12.36,Tier 1,8.76,Fog,Saturday,Afternoon,32,21
110.2,56.6,2.02,Tier 2,7.23,Clear,Saturday,Morning Peak,7,9
99.92,78.9,16.76,Tier 1,6.31,Clear,Sunday,Morning Peak,24,269
60.22,27.5,10.42,Tier 2,11.56,Rain,Friday,Morning Peak,18,81
17.3,28.5,15.66,Tier 1,16.3,Clear,Friday,Off-Peak,45,473
121.52,61.6,8.06,Tier 2,5.96,Rain,Friday,Afternoon,35,236
16.5,38.8,8.92,Tier 2,11.32,Clear,Sunday,Morning Peak,35,313
82.76,52.7,15.79,Tier 1,10.78,Fog,Friday,Afternoon,23,430
88.36,65.6,3.32,Tier 1,1.06,Heavy Snow,Friday,Dinner Peak,15,182
34.57,30.2,2.21,Tier 3,7.6,Heavy Snow,Saturday,Afternoon,49,451
106.33,35.9,18.01,Tier 2,6.92,Rain,Saturday,Afternoon,4,10
33.29,79.7,6.86,Tier 1,4.51,Clear,Monday,Dinner Peak,49,413
64.62,88.4,6.19,Tier 3,1.71,Rain,Thursday,Afternoon,52,471
104.1,78.3,1.0,Tier 2,5.0,Clear,Friday,Off-Peak,15,254
30.09,43.0,1.34,Tier 1,11.53,Clear,Sunday,Afternoon,45,98
105.58,33.2,12.36,Tier 1,9.32,Clear,Saturday,Afternoon,43,237
67.43,61.8,1.89,Tier 1,15.94,Clear,Friday,Afternoon,39,101
112.52,37.7,1.75,Tier 2,16.14,Clear,Monday,Off-Peak,26,18
72.45,37.7,11.12,Tier 1,3.74,Clear,Tuesday,Dinner Peak,33,484
50.32,86.9,14.66,Tier 3,5.54,Clear,Saturday,Dinner Peak,10,103
102.56,53.5,10.64,Tier 1,8.25,Rain,Thursday,Morning Peak,5,36
78.54,27.6,7.61,Tier 2,11.8,Clear,Saturday,Morning Peak,25,348
75.32,22.4,6.71,Tier 1,8.58,Clear,Thursday,Dinner Peak,39,439
89.56,73.9,13.13,Tier 2,10.14,Clear,Friday,Morning Peak,48,383
89.41,17.3,12.22,Tier 1,7.49,Clear,Tuesday,Morning Peak,30,284
23.35,54.6,7.59,Tier 1,11.25,Rain,Wednesday,Morning Peak,43,382
79.89,41.1,1.05,Tier 1,0.96,Clear,Friday,Afternoon,5,23
101.28,59.6,14.91,Tier 3,8.05,Clear,Sunday,Morning Peak,10,76
76.02,15.6,17.89,Tier 1,15.28,Heavy Snow,Thursday,Off-Peak,43,59
57.99,81.4,5.21,Tier 3,4.35,Clear,Sunday,Off-Peak,8,249
89.72,59.7,16.83,Tier 2,3.1,Rain,Thursday,Dinner Peak,40,369
27.56,48.7,13.59,Tier 2,16.64,Clear,Tuesday,Off-Peak,49,209
16.83,30.8,0.92,Tier 2,7.43,Clear,Wednesday,Afternoon,15,141
98.6,51.8,11.76,Tier 3,11.0,Clear,Wednesday,Morning Peak,36,74
67.16,74.9,9.72,Tier 1,8.86,Clear,Sunday,Off-Peak,30,350
28.09,80.0,9.04,Tier 1,4.4,Fog,Friday,Morning Peak,50,425
109.66,81.9,12.24,Tier 1,6.64,Clear,Wednesday,Morning Peak,9,347
62.59,57.9,14.05,Tier 1,6.16,Clear,Friday,Afternoon,10,459
104.56,34.4,10.27,Tier 2,5.05,Rain,Sunday,Afternoon,53,192
32.2,67.2,15.28,Tier 2,6.19,Clear,Saturday,Morning Peak,18,63
94.92,39.1,5.75,Tier 2,0.22,Rain,Friday,Afternoon,28,390
80.41,51.9,5.2,Tier 1,0.92,Clear,Friday,Dinner Peak,35,163
18.69,37.1,12.95,Tier 2,11.47,Clear,Thursday,Dinner Peak,24,486
17.16,31.4,1.04,Tier 1,4.23,Fog,Monday,Morning Peak,15,270
118.47,29.8,7.8,Tier 2,5.19,Clear,Monday,Afternoon,20,399
47.44,70.5,17.7,Tier 2,13.05,Clear,Tuesday,Afternoon,36,472
9.51,20.9,6.52,Tier 1,11.06,Fog,Saturday,Off-Peak,12,61
94.64,88.2,17.76,Tier 3,3.09,Fog,Sunday,Off-Peak,37,70
83.11,43.0,7.33,Tier 3,13.6,Clear,Wednesday,Off-Peak,57,411
66.04,22.2,11.0,Tier 1,1.23,Clear,Saturday,Afternoon,23,198
131.0,52.6,16.49,Tier 2,13.48,Rain,Sunday,Afternoon,5,461
54.19,66.0,14.75,Tier 1,1.89,Clear,Friday,Dinner Peak,50,229
44.53,54.1,11.15,Tier 1,4.07,Clear,Saturday,Off-Peak,34,38
30.66,52.7,8.07,Tier 1,3.63,Clear,Tuesday,Dinner Peak,11,206
104.2,36.7,1.26,Tier 3,12.23,Fog,Sunday,Afternoon,10,422
27.62,16.3,12.04,Tier 3,1.66,Clear,Saturday,Afternoon,7,45
113.56,53.2,12.62,Tier 2,3.96,Rain,Saturday,Morning Peak,4,56
28.38,66.5,8.41,Tier 1,6.97,Clear,Wednesday,Afternoon,58,160
53.51,71.1,9.07,Tier 1,7.25,Clear,Thursday,Dinner Peak,4,273
40.99,49.6,10.45,Tier 1,9.79,Rain,Thursday,Morning Peak,57,348
32.27,65.6,6.44,Tier 1,8.81,Clear,Saturday,Morning Peak,20,156
51.29,14.8,15.94,Tier 1,6.42,Clear,Wednesday,Morning Peak,10,154
49.54,23.6,9.68,Tier 1,3.88,Clear,Monday,Dinner Peak,26,368
90.26,63.5,22.37,Tier 1,15.42,Clear,Wednesday,Afternoon,3,199
110.52,20.1,10.53,Tier 1,12.54,Clear,Wednesday,Off-Peak,52,22
25.07,20.4,5.54,Tier 1,10.4,Clear,Sunday,Off-Peak,17,272
10.58,54.1,7.66,Tier 2,7.89,Clear,Sunday,Morning Peak,22,235
127.85,26.6,6.16,Tier 1,13.05,Rain,Monday,Dinner Peak,19,485
107.25,31.1,11.7,Tier 1,10.24,Clear,Thursday,Dinner Peak,10,91
79.94,49.4,14.64,Tier 2,11.47,Clear,Saturday,Morning Peak,25,456
41.24,69.0,2.95,Tier 1,14.41,Clear,Tuesday,Afternoon,24,244
73.23,20.4,21.96,Tier 1,4.68,Fog,Tuesday,Afternoon,5,312
81.93,19.3,3.96,Tier 1,5.55,Clear,Wednesday,Dinner Peak,4,413
80.12,70.7,17.52,Tier 1,8.5,Rain,Monday,Off-Peak,6,103
38.99,20.3,17.35,Tier 2,8.54,Clear,Wednesday,Dinner Peak,24,120
26.45,51.4,13.48,Tier 1,3.88,Clear,Tuesday,Afternoon,32,468
84.68,40.0,11.51,Tier 3,12.79,Clear,Monday,Dinner Peak,40,78
94.18,29.4,17.6,Tier 1,8.43,Fog,Thursday,Morning Peak,18,407
108.03,64.8,12.3,Tier 1,5.21,Rain,Sunday,Dinner Peak,40,352
51.39,51.7,21.65,Tier 3,0.45,Fog,Friday,Morning Peak,50,398
54.48,21.1,2.66,Tier 1,12.8,Clear,Thursday,Afternoon,23,391
89.14,58.4,16.68,Tier 2,5.84,Rain,Saturday,Afternoon,54,105
74.02,17.2,10.97,Tier 1,14.41,Clear,Monday,Off-Peak,1,339
83.88,18.6,4.82,Tier 1,7.39,Heavy Snow,Saturday,Morning Peak,30,479
103.9,48.6,7.58,Tier 1,4.16,Clear,Wednesday,Dinner Peak,7,107
98.22,36.4,13.78,Tier 2,15.19,Heavy Snow,Friday,Morning Peak,16,38
101.41,61.3,12.12,Tier 1,7.59,Rain,Thursday,Dinner Peak,28,499
82.24,51.5,9.53,Tier 3,10.53,Heavy Snow,Monday,Morning Peak,36,10
76.41,27.5,1.04,Tier 1,12.97,Rain,Thursday,Morning Peak,56,309
97.55,74.9,2.15,Tier 2,8.67,Rain,Thursday,Off-Peak,36,317
55.52,49.0,8.45,Tier 2,2.11,Rain,Friday,Dinner Peak,20,353
50.85,17.3,1.18,Tier 1,12.42,Clear,Wednesday,Morning Peak,2,414
15.84,73.5,15.53,Tier 2,8.0,Rain,Sunday,Afternoon,51,451
38.68,70.5,12.37,Tier 1,0.32,Clear,Sunday,Dinner Peak,40,426
85.21,25.5,12.36,Tier 1,3.47,Clear,Tuesday,Dinner Peak,50,307
99.47,85.5,9.72,Tier 1,5.51,Clear,Sunday,Afternoon,1,99
77.11,67.8,1.83,Tier 1,10.58,Rain,Monday,Morning Peak,48,460
96.04,23.6,22.08,Tier 1,10.74,Rain,Monday,Dinner Peak,8,338
69.57,40.1,11.49,Tier 1,9.64,Clear,Sunday,Dinner Peak,34,209
32.76,63.2,4.72,Tier 2,5.38,Rain,Saturday,Afternoon,34,435
123.59,92.5,2.76,Tier 2,3.57,Clear,Monday,Afternoon,17,314
92.7,41.6,1.42,Tier 1,9.89,Clear,Thursday,Off-Peak,3,21
13.04,31.9,22.13,Tier 2,4.45,Clear,Thursday,Morning Peak,3,450
103.67,61.7,14.79,Tier 1,14.29,Heavy Snow,Monday,Afternoon,52,36
12.23,57.7,15.68,Tier 1,0.96,Clear,Monday,Afternoon,10,203
72.95,38.4,20.19,Tier 1,11.96,Clear,Saturday,Dinner Peak,20,78
40.38,40.1,16.1,Tier 1,14.31,Fog,Sunday,Afternoon,30,146
98.39,40.5,9.58,Tier 1,5.66,Rain,Monday,Afternoon,47,347
82.64,33.8,7.83,Tier 1,15.5,Clear,Saturday,Afternoon,27,496
26.15,36.6,15.24,Tier 1,1.74,Clear,Sunday,Dinner Peak,42,418
111.5,31.2,0.99,Tier 3,0.49,Clear,Tuesday,Afternoon,27,384
17.94,55.6,16.16,Tier 2,10.78,Rain,Friday,Morning Peak,45,349
110.63,31.4,1.37,Tier 3,5.6,Clear,Friday,Morning Peak,47,342
102.89,86.8,5.14,Tier 1,5.04,Clear,Thursday,Morning Peak,39,238
53.05,58.3,6.77,Tier 1,9.23,Rain,Friday,Afternoon,3,358
93.16,94.4,4.64,Tier 1,10.92,Clear,Sunday,Morning Peak,33,297
78.08,21.8,16.64,Tier 1,2.74,Fog,Thursday,Afternoon,1,399
17.2,29.7,2.1,Tier 2,1.14,Clear,Wednesday,Dinner Peak,17,121
125.9,61.8,3.93,Tier 1,7.78,Clear,Thursday,Morning Peak,33,418
98.59,52.2,6.56,Tier 1,13.31,Clear,Monday,Off-Peak,52,372
75.38,21.4,18.08,Tier 2,10.9,Clear,Thursday,Off-Peak,35,399
68.45,28.9,8.55,Tier 1,12.31,Clear,Saturday,Afternoon,55,431
91.26,40.8,14.22,Tier 1,15.72,Clear,Sunday,Afternoon,37,417
101.79,84.3,6.92,Tier 1,2.62,Clear,Monday,Afternoon,52,277
10.78,21.0,1.73,Tier 2,6.53,Clear,Saturday,Afternoon,4,340
115.21,69.1,8.71,Tier 2,8.15,Clear,Saturday,Afternoon,25,152
107.03,20.0,17.39,Tier 2,9.42,Rain,Friday,Off-Peak,42,166
64.63,15.9,4.97,Tier 1,3.04,Heavy Snow,Wednesday,Morning Peak,31,341
110.62,38.7,15.8,Tier 1,11.04,Clear,Wednesday,Dinner Peak,14,425
65.87,63.6,13.49,Tier 2,9.98,Clear,Tuesday,Afternoon,39,121
36.08,54.4,4.09,Tier 1,7.15,Clear,Tuesday,Off-Peak,42,8
